Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing
MORNINGSIDE,BULIMBA,D0039,VIC LUCAS PARK,17326,BALANCE OF PARK,42524,TAP COMBINATION,BUBBLER & TAP,-27.4436553,153.0516322,505102,6964423
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24014,BULIMBA RIVERSIDE PK PICNIC AREA,92401,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4536447,153.0537635,505313,6963317
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24014,BULIMBA RIVERSIDE PK PICNIC AREA,97468,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4540987,153.0537861,505315,6963266
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24013,BULIMBA RIVERSIDE PK DOG OFF LEASH AREA,92377,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4537799,153.0544354,505379,6963302
MORNINGSIDE,BULIMBA,D2672,BULIMBA RIVERSIDE PARK,24013,BULIMBA RIVERSIDE PK DOG OFF LEASH AREA,92376,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4540385,153.0547195,505407,6963273
MORNINGSIDE,CAMP HILL,D0054,LAVARACK PARK,23264,LAVARACK PK GROUP PICNIC AREA,123934,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4896773,153.0841147,508309,6959324
MORNINGSIDE,CAMP HILL,D0054,LAVARACK PARK,17283,LAVARACK PK PICNIC AREA,123926,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4899412,153.0844843,508345,6959295
MORNINGSIDE,CAMP HILL,D0055,GARTH WEBB PARK,17277,GARTH WEBB PK PLAYGROUND,26050,TAP COMBINATION,BUBBLER & TAP,-27.4882993,153.0860266,508498,6959476
MORNINGSIDE,CAMP HILL,D0113,PERTH STREET PARK,17249,BALANCE OF PARK,180508,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4861717,153.0740433,507314,6959713
MORNINGSIDE,CAMP HILL,D0113,PERTH STREET PARK,17249,BALANCE OF PARK,123886,TAP COMBINATION,BUBBLER & TAP,-27.4861725,153.0740087,507311,6959713
MORNINGSIDE,CANNON HILL,D0033,REGENT PARK,13895,REGENT PK PLAYGROUND & HALF COURT,18616,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4679603,153.0805452,507958,6961730
MORNINGSIDE,HAWTHORNE,D0036,HARDCASTLE PARK,17351,HARDCASTLE PK PLAYGROUND & BASKETBALL KEY,44063,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4602636,153.0536407,505300,6962584
MORNINGSIDE,HAWTHORNE,D0037,HAWTHORNE PARK,32904,HAWTHORNE PK CIRCUIT PATH,164084,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4639117,153.0603170,505960,6962179
MORNINGSIDE,HAWTHORNE,D0037,HAWTHORNE PARK,17348,HAWTHORNE PK ALL ABILITIES PLAYGROUND,164082,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4645952,153.0637629,506300,6962103
MORNINGSIDE,HAWTHORNE,D2312,BARTON ROAD POCKET PARK,22024,BALANCE OF PARK,48825,BUBBLER/DRINKING FOUNTAIN,APOLLO 400 DRINKING FOUNTAIN,-27.4583081,153.0534553,505282,6962800
MORNINGSIDE,MORNINGSIDE,D0035,COLMSLIE RESERVE,17367,COLMSLIE RES (PLAYGROUND) PICNIC AREA,18700,TAP COMBINATION,DRINKING FOUNTAIN & TAP,-27.4495804,153.0827479,508177,6963765
MORNINGSIDE,MORNINGSIDE,D0035,COLMSLIE RESERVE,17367,COLMSLIE RES (PLAYGROUND) PICNIC AREA,29864,TAP COMBINATION,"BUBBLER,& TAP",-27.4502664,153.0830561,508207,6963689
MORNINGSIDE,MORNINGSIDE,D0044,JOYCE WHITE PARK,17311,BALANCE OF PARK,24274,TAP COMBINATION,BUBBLER & TAP,-27.4675991,153.0705933,506975,6961770
MORNINGSIDE,MORNINGSIDE,D0732,THYNNE ROAD PARK,17230,BALANCE OF PARK,166214,TAP COMBINATION,BUBBLER & TAP,-27.4692015,153.0702134,506937,6961593
MORNINGSIDE,MORNINGSIDE,D1034,FITZGERALD STREET PARK,17219,AGNEW ST PLAYGROUND,53099,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4767351,153.0673667,506655,6960758
MORNINGSIDE,MORNINGSIDE,D1149,AUSTIN UHLMANN PARK,17178,AUSTIN UHLMANN PK PLAYGROUND,20139,TAP COMBINATION,BUBBLER & TAP,-27.4729063,153.0807098,507974,6961182
MORNINGSIDE,MORNINGSIDE,D1611,ALGOORI STREET PARK,17158,BEVERLEY ST PLAYGROUND,43942,TAP COMBINATION,BUBBLER & TAP,-27.4629414,153.0783886,507745,6962286
MORNINGSIDE,MORNINGSIDE,D1631,YORK STREET PARK,24486,BEELARONG COMMUNITY GARDEN,67363,TAP COMBINATION,BUBBLER & TAP,-27.4607554,153.0779923,507706,6962528
MORNINGSIDE,MORNINGSIDE,D1858,KERALGERIE PARK,17168,BALANCE OF PARK,42582,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4735258,153.0791810,507823,6961113
MORNINGSIDE,MORNINGSIDE,D1858,KERALGERIE PARK,17167,KERALGERIE PK DOG OFF LEASH AREA,30724,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4737658,153.0795447,507859,6961087
MORNINGSIDE,NORMAN PARK,D0046,WILSON PARK,17302,WILSON PK PICNIC AREA,849,TAP COMBINATION,BUBBLER & TAP,-27.4769165,153.0575397,505685,6960739
MORNINGSIDE,NORMAN PARK,D0050,VECTIS STREET PARK,17286,SCOTT ST DOG OFF LEASH AREA,42544,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4801194,153.0579365,505724,6960384
MORNINGSIDE,NORMAN PARK,D0063,PATTISON PARK,17265,PATTISON PK PLAYGROUND,13734,TAP COMBINATION,BUBBLER & TAP (ANTIVANDAL),-27.4801617,153.0665749,506577,6960379
MACGREGOR,EIGHT MILE PLAINS,D0624,HOLMEAD PARK,20601,HOLMEAD PK PLAYGROUND,98209,TAP COMBINATION,BUBBLER & TAP,-27.5685291,153.0910123,508984,6950589
MACGREGOR,EIGHT MILE PLAINS,D0624,HOLMEAD PARK,20600,HOLMEAD PK DOG OFF LEASH AREA,30745,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.5682332,153.0911588,508998,6950622
MACGREGOR,EIGHT MILE PLAINS,D1036,BOORALA CRESCENT PARK,20534,BOORALA CRESCENT PLAYGROUND,28569,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5682397,153.0965273,509528,6950621
MACGREGOR,EIGHT MILE PLAINS,D1144,MAISIE DIXON PARK,26537,"STREETSCAPE AREA, GRIND POLES, FUN BOXES",20020,TAP COMBINATION,BUBBLER & TAP,-27.5676139,153.0999792,509869,6950690
MACGREGOR,EIGHT MILE PLAINS,D1251,BRAMPTON STREET PARK,20401,BRAMPTON ST PLAYGROUND,44153,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5722713,153.0986141,509734,6950174
MACGREGOR,EIGHT MILE PLAINS,D3118,HOLMEAD ROAD PARK,31673,BALANCE OF PARK,166730,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5751084,153.1025909,510126,6949859
HOLLAND PARK,MOUNT GRAVATT EAST,D1097,PANORAMA PLACE PARK,15764,BALANCE OF PARK,185586,TAP COMBINATION,TAP COMBINATION,-27.5259263,153.0790687,507808,6955309
CHANDLER,MANSFIELD,D0434,BROADWATER PICNIC GROUND PARK,15806,BALANCE OF PARK,180805,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.5445483,153.1112842,510987,6953244
CHANDLER,MANSFIELD,D0434,BROADWATER PICNIC GROUND PARK,29679,BROADWATER PICNIC GND (PLAYGROUND) PICNIC AREA,81760,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.5443230,153.1112101,510980,6953269
CHANDLER,MANSFIELD,D0434,BROADWATER PICNIC GROUND PARK,15806,BALANCE OF PARK,41223,TAP COMBINATION,BUBBLER & TAP,-27.5434970,153.1132033,511177,6953360
HOLLAND PARK,MOUNT GRAVATT EAST,D1863,GEOFF TOAKLEY PARK,15682,GEOFF TOAKLEY PK PLAYGROUND,121961,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5401927,153.0847147,508364,6953728
MACGREGOR,UPPER MOUNT GRAVATT,D0432,ABBEVILLE STREET PARK,15814,ABBEVILLE ST DOG OFF LEASH AREA,29824,TAP COMBINATION,BUBBLER TAP & DOG BOWL,-27.5446933,153.0896524,508852,6953229
MACGREGOR,UPPER MOUNT GRAVATT,D0556,MT GRAVATT PARK,20585,COMMUNITY HALL PLAYGROUND,29799,TAP COMBINATION,BUBBLER & TAP,-27.5556575,153.0792079,507820,6952016
MACGREGOR,WISHART,D0435,BOORABBIN PICNIC GROUND,20622,STACKPOLE ST DOG OFF LEASH AREA,29859,TAP COMBINATION,BUBBLER & TAP,-27.5529336,153.1111264,510971,6952315
MACGREGOR,WISHART,D0725,WISHART COMMUNITY PARK,24204,MAIBRY ST PICNIC AREA,45468,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5604615,153.1033161,510199,6951482
MACGREGOR,WISHART,D1777,BERKSHIRE CRESCENT PARK,24107,BERKSHIRE CRES DOG OFF LEASH AREA,100051,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5485972,153.0994690,509820,6952796
MACGREGOR,WISHART,D1777,BERKSHIRE CRESCENT PARK,20342,BALANCE OF PARK,100011,TAP COMBINATION,BUBBLER & TAP,-27.5491594,153.0997118,509844,6952734
MACGREGOR,WISHART,D1980,WISHART NATURE RESERVE,20326,BALANCE OF PARK,141723,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5567966,153.0940438,509284,6951888
WYNNUM-MANLY,LOTA,D0530,LOTA CAMPING RESERVE,29603,LOTA CAMPING RES (PLAYGROUND) PICNIC AREA,180692,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4665736,153.1921587,518986,6961871
WYNNUM-MANLY,LOTA,D0530,LOTA CAMPING RESERVE,20909,LOTA CAMPING RES DISTRICT PLAYGROUND,180691,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4669550,153.1922147,518991,6961829
WYNNUM-MANLY,LOTA,D0530,LOTA CAMPING RESERVE,24565,LOTA CAMPING RES SHARED PATHWAY,180690,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4653126,153.1924139,519011,6962011
WYNNUM-MANLY,LOTA,D0530,LOTA CAMPING RESERVE,24565,LOTA CAMPING RES SHARED PATHWAY,3463,TAP COMBINATION,BUBBLER & TAP,-27.4658538,153.1925258,519022,6961951
WYNNUM-MANLY,LOTA,D0530,LOTA CAMPING RESERVE,29533,LOTA CAMPING RES (ALEXANDER ST) PICNIC AREA,81245,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4675456,153.1930170,519070,6961763
WYNNUM-MANLY,LOTA,D0532,ED DEVENPORT ROTARY PARK,20901,BALANCE OF PARK,24976,TAP COMBINATION,BUBBLER & TAP,-27.4690318,153.1892223,518695,6961599
WYNNUM-MANLY,LOTA,D0996,FIG TREE POINT PARK (ROAD RESERVE),20827,BALANCE OF PARK,141522,TAP COMBINATION,BUBBLER & TAP,-27.4682391,153.1931675,519085,6961686
WYNNUM-MANLY,LOTA,D1398,LOTA POINT PARK (ROAD RESERVE),20776,SHIRE CLERK'S COTTAGE,141645,TAP COMBINATION,BUBBLER & TAP,-27.4740675,153.1927990,519048,6961041
WYNNUM-MANLY,MANLY,D0517,BAYSIDE PARK,21007,BAYSIDE PK PICNIC AREA,44130,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4521246,153.1873355,518512,6963472
WYNNUM-MANLY,MANLY,D0517,BAYSIDE PARK,27967,BAYSIDE PK SHARED PATHWAY NETWORK,75965,TAP COMBINATION,BUBBLER & TAP,-27.4512364,153.1865562,518435,6963571
WYNNUM-MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,75987,TAP COMBINATION,BUBBLER & TAP,-27.4523024,153.1866968,518448,6963453
WYNNUM-MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,76005,TAP COMBINATION,BUBBLER & TAP,-27.4532350,153.1866631,518445,6963349
WYNNUM-MANLY,MANLY,D0517,BAYSIDE PARK,21003,BALANCE OF PARK,76037,TAP COMBINATION,BUBBLER & TAP,-27.4527852,153.1873358,518512,6963399
WYNNUM-MANLY,MANLY,D0518,GEORGE CLAYTON PARK,26683,GEORGE CLAYTON PK PATHWAY NETWORK,4449,BUBBLER/DRINKING FOUNTAIN,PATH BUBBLER,-27.4461407,153.1834949,518133,6964136
WYNNUM-MANLY,MANLY,D0518,GEORGE CLAYTON PARK,32343,UPPER ESP CAR PARKING,44182,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4467881,153.1845828,518241,6964064
WYNNUM-MANLY,MANLY,D1412,LITTLE BAYSIDE PARK,20716,BALANCE OF PARK,30262,TAP COMBINATION,BUBBLER & TAP,-27.4542754,153.1866021,518439,6963234
WYNNUM-MANLY,MANLY,D1412,LITTLE BAYSIDE PARK,20715,MAORI COMMUNITY ASSOCIATION,141395,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4536258,153.1869813,518476,6963306
WYNNUM-MANLY,MANLY,D1497,DARLING POINT PARK (ROAD RESERVE),20730,BALANCE OF PARK,148312,TAP COMBINATION,BUBBLER & TAP,-27.4482778,153.1871769,518497,6963898
WYNNUM-MANLY,MANLY,D1497,DARLING POINT PARK (ROAD RESERVE),20730,BALANCE OF PARK,148304,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4477258,153.1879115,518569,6963959
WYNNUM-MANLY,MANLY,D1553,RQYS PORT CENTRE PARK,32351,DAVENPORT DVE,113673,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4612810,153.1910248,518875,6962457
WYNNUM-MANLY,MANLY WEST,D0528,STANNARD ROAD PARK,20925,STANNARD RD DOG OFF LEASH AREA,32130,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4611076,153.1686368,516663,6962480
WYNNUM-MANLY,MANLY WEST,D0529,HEERS PARK,20923,HEERS PK PLAYGROUND,20926,TAP COMBINATION,BUBBLER & TAP,-27.4623475,153.1612675,515934,6962343
WYNNUM-MANLY,MANLY WEST,D1591,LEWIS PLACE PARK,20690,BALANCE OF PARK,100553,TAP COMBINATION,BUBBLER & TAP,-27.4658309,153.1560807,515421,6961958
WYNNUM-MANLY,WYNNUM,D0002,GREENE PARK,21844,GREENE PK PLAYGROUND,48463,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4357289,153.1733338,517131,6965290
WYNNUM-MANLY,WYNNUM,D0006,KITCHENER PARK,21040,BALANCE OF PARK,163817,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4440849,153.1667408,516478,6964366
WYNNUM-MANLY,WYNNUM,D0516,ELANORA PARK,21011,ELANORA PK DOG OFF LEASH AREA,163513,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4265139,153.1675469,516560,6966312
WYNNUM-MANLY,WYNNUM,D0516,ELANORA PARK,21011,ELANORA PK DOG OFF LEASH AREA,163515,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4273673,153.1680152,516606,6966217
WYNNUM-MANLY,WYNNUM,D0523,MORETON BAY LIONS PARK,20959,REG COSSARD PLAYGROUND,178915,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4517520,153.1696070,516760,6963516
WYNNUM-MANLY,WYNNUM,D0524,WYNNUM MEMORIAL PARK,20951,MUDDIES CRICKET & RECREATION CLUB FACILITY,188283,TAP COMBINATION,BUBBLER & TAP,-27.4535435,153.1742884,517222,6963317
WYNNUM-MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA (WYNNUM ESP),9263,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4417245,153.1760152,517395,6964626
WYNNUM-MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA (WYNNUM ESP),76121,TAP COMBINATION,BUBBLER & TAP,-27.4415220,153.1757458,517368,6964648
WYNNUM-MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24454,WATERPLAY PICNIC AREA (WYNNUM ESP),76096,TAP COMBINATION,BUBBLER & TAP,-27.4415185,153.1757933,517373,6964649
WYNNUM-MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,24453,WADING POOL PICNIC AREA,76094,TAP COMBINATION,DRINKING FOUNTAIN AND DOG TAP,-27.4422853,153.1764253,517435,6964564
WYNNUM-MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,17818,"JETTY, TOILET & WADING POOL ACCESS PAVEMENT",75841,TAP COMBINATION,DRINKING FOUNTAIN AND DOG TAP,-27.4428158,153.1777701,517568,6964505
WYNNUM-MANLY,WYNNUM,D0995,WYNNUM WADING POOL PARK,20836,BALANCE OF PARK,75880,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4447484,153.1800724,517795,6964290
WYNNUM-MANLY,WYNNUM,D1246,BREAKWATER PARK,27583,BREAKWATER PK PICNIC AREA,76684,TAP COMBINATION,WHEEL CHAIR ACCESSIBLE FOUNTAIN WITH DOG,-27.4362592,153.1741828,517214,6965231
WYNNUM-MANLY,WYNNUM WEST,D0003,PRIMROSE PARK,21058,PRIMROSE PK PICNIC AREA,26718,TAP COMBINATION,BUBBLER & TAP,-27.5018001,153.1836853,518143,6957970
WYNNUM-MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),19057,ROPLEY RD TOILET,180004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4572692,153.1470966,514535,6962908
WYNNUM-MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),23987,ROPLEY RD DISTRICT PLAYGROUND,180052,TAP COMBINATION,BUBBLER & TAP,-27.4577232,153.1470195,514527,6962857
WYNNUM-MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,24111,EVELYN RD DOG OFF LEASH AREA,123073,TAP COMBINATION,BUBBLER & TAP,-27.4517499,153.1450552,514334,6963519
WYNNUM-MANLY,WYNNUM WEST,D1842,EVELYN ROAD PARK,20696,BALANCE OF PARK,123041,TAP COMBINATION,BUBBLER & TAP,-27.4518784,153.1452919,514357,6963505
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12252,CANTERBURY PK DOG OFF LEASH AREA,77752,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3045140,153.0072084,500713,6979836
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,12251,BALD HILLS JR CRICKET CLUB FACILITY,77733,TAP COMBINATION,BUBBLER & TAP,-27.3061711,153.0074600,500738,6979653
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,26667,CANTERBURY PK BIKEWAY & PATH NETWORK,77791,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3048017,153.0083633,500828,6979804
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,26667,CANTERBURY PK BIKEWAY & PATH NETWORK,77786,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3038152,153.0085463,500846,6979914
BRACKEN RIDGE,BALD HILLS,D0781,BERT WOLFE PARK,12205,BERT WOLFE PK PLAYGROUND,120792,TAP COMBINATION,BUBBLER & TAP,-27.3136699,153.0088697,500878,6978822
BRACKEN RIDGE,BALD HILLS,D0826,KLUVER STREET LIONS PARK,12157,KLUVER ST PLAYGROUND,120867,BUBBLER/DRINKING FOUNTAIN,KNEE HEIGHT BUBBLER,-27.3165330,153.0131957,501306,6978505
BRACKEN RIDGE,BALD HILLS,D1075,GUS DAVIES PARK,12243,GUS DAVIES PK DOG OFF LEASH AREA,181187,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3071373,153.0197208,501951,6979546
BRACKEN RIDGE,BALD HILLS,D1075,GUS DAVIES PARK,12243,GUS DAVIES PK DOG OFF LEASH AREA,30805,TAP COMBINATION,"BUBBLER, TAP AND DOG BOWL - SMALL DOGS",-27.3068342,153.0200072,501980,6979579
BRACKEN RIDGE,BALD HILLS,D1084,THOMAS GRAY PARK,12235,BALANCE OF PARK,120870,BUBBLER/DRINKING FOUNTAIN,KNEE HEIGHT BUBBLER,-27.3074797,153.0154704,501531,6979508
BRACKEN RIDGE,BALD HILLS,D1252,TINCHI TAMBA WETLANDS RESERVE,31164,BALD HILLS SHARED PATHWAY NETWORK,77550,TAP COMBINATION,BUBBLER & TAP,-27.3066940,153.0252240,502496,6979595
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,12266,BRACKEN RIDGE DISTRICT CRICKET & ATHLETIC FACILITY,161921,BUBBLER/DRINKING FOUNTAIN,900MM TROUGH WITH TWO BUBBLERS,-27.3219532,153.0421764,504173,6977904
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,24843,ROTARY CLUB MODEL TRAIN FACILITY,77883,TAP COMBINATION,BUBBLER & TAP,-27.3220093,153.0416995,504125,6977898
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,24843,ROTARY CLUB MODEL TRAIN FACILITY,79462,TAP COMBINATION,BUBBLER & TAP,-27.3221596,153.0420839,504163,6977881
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,24843,ROTARY CLUB MODEL TRAIN FACILITY,79467,TAP COMBINATION,BUBBLER & TAP,-27.3224939,153.0423750,504192,6977844
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,12269,BALANCE OF PARK,77906,TAP COMBINATION,BUBBLER & TAP,-27.3228532,153.0426316,504218,6977804
BRACKEN RIDGE,BRACKEN RIDGE,D0718,FERGUSON PARK (BRACKEN RIDGE),12293,HAMILTON GUIDES HUT,78018,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.3179020,153.0365307,503614,6978353
BRACKEN RIDGE,BRACKEN RIDGE,D0718,FERGUSON PARK (BRACKEN RIDGE),12287,FERGUSON PK SPORTING FACILITY,22623,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3180232,153.0369838,503659,6978339
BRACKEN RIDGE,BRACKEN RIDGE,D0779,C. SLAUGHTER PARK,12210,C SLAUGHTER PK PLAYGROUND,120714,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.3269113,153.0358438,503546,6977355
BRACKEN RIDGE,BRACKEN RIDGE,D1023,ISAAC BEST PARK,12220,ISAAC BEST PK HALF COURT,120815,TAP COMBINATION,BUBBLER & TAP,-27.3190576,153.0209038,502068,6978225
BRACKEN RIDGE,BRACKEN RIDGE,D1174,WENDY TURNBULL PARK,12035,WENDY TURNBULL PK PLAYGROUND,120756,BUBBLER/DRINKING FOUNTAIN,BOWL STYLE,-27.3304631,153.0363810,503599,6976962
BRACKEN RIDGE,BRACKEN RIDGE,D1260,ENBROOK PARKLAND,12103,BALANCE OF PARK,120697,TAP COMBINATION,BUBBLER & TAP,-27.3308649,153.0290149,502870,6976917
BRACKEN RIDGE,BRACKEN RIDGE,D1394,BARRETT STREET PARK (WATER RESERVE),12130,BARRETT ST PICNIC AREA,77707,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3201124,153.0313888,503105,6978108
BRACKEN RIDGE,BRACKEN RIDGE,D1394,BARRETT STREET PARK (WATER RESERVE),12124,BARRETT ST RES DOG OFF LEASH AREA,30800,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3212520,153.0315445,503121,6977982
BRACKEN RIDGE,BRACKEN RIDGE,D1394,BARRETT STREET PARK (WATER RESERVE),12124,BARRETT ST RES DOG OFF LEASH AREA,77659,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.3214889,153.0323929,503205,6977956
MCDOWALL,BRIDGEMAN DOWNS,D2030,TRAVORTEN DRIVE PARK,11976,BALANCE OF PARK,37678,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3336358,153.0051778,500512,6976611
BRACKEN RIDGE,CARSELDINE,D0217,ASPLEY REST PARK,12327,GRAHAM RD PLAYGROUND,143087,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3558380,153.0153675,501520,6974151
BRACKEN RIDGE,CARSELDINE,D0735,PHILIP VAUGHAN PARK,12281,BALANCE OF PARK,66038,TAP COMBINATION,BUBBLER & TAP,-27.3591606,153.0083520,500826,6973783
BRACKEN RIDGE,CARSELDINE,D0741,CHATEAU STREET PARK,12276,CHATEAU ST PLAYGROUND,152759,TAP COMBINATION,BUBBLER & TAP,-27.3466626,153.0084237,500833,6975168
BRACKEN RIDGE,CARSELDINE,D0799,NILKERIE STREET PARK,12191,NILKERIE ST PICNIC AREA,152539,TAP COMBINATION,BUBBLER & TAP,-27.3462743,153.0253083,502503,6975210
BRACKEN RIDGE,CARSELDINE,D0817,BENSARA PLACE PARK,12167,HORIZON SA,152752,TAP COMBINATION,BUBBLER & TAP,-27.3571872,153.0093301,500923,6974002
BRACKEN RIDGE,CARSELDINE,D0821,MATTHEW GARDINER PARK,12161,BALANCE OF PARK,21034,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3506814,153.0203145,502009,6974722
BRACKEN RIDGE,CARSELDINE,D1082,MATISSE STREET PARK,26536,MATISSE ST PICNIC AREA,152625,TAP COMBINATION,BUBBLER & TAP,-27.3450881,153.0206711,502045,6975342
BRACKEN RIDGE,CARSELDINE,D1245,STRAWBERRY FARM PARK,12133,MC CALLUM ST PLAYGROUND,34536,TAP COMBINATION,BUBBLER & TAP,-27.3482102,153.0139856,501383,6974996
BRACKEN RIDGE,CARSELDINE,D1576,PAT RAFTER PARK,12144,PAT RAFTER PK DOG OFF LEASH AREA,43113,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3408525,153.0091710,500907,6975811
BRACKEN RIDGE,CARSELDINE,D1576,PAT RAFTER PARK,21963,PAT RAFTER PK PICNIC AREA,48740,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3413786,153.0094440,500934,6975753
BRACKEN RIDGE,CARSELDINE,D3015,COWIE ROAD PARK,34004,COWIE RD PLAYGROUND,192780,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER APOLLO 800,-27.3392412,153.0198251,501961,6975990
BRACKEN RIDGE,FITZGIBBON,D0804,BILL BROWN SPORTS RESERVE,34104,ROGHAN RD DOG OFF LEASH AREA,192983,BUBBLER/DRINKING FOUNTAIN,BUBBLER WITH DOG BOWL,-27.3392900,153.0349190,503454,6975984
BRACKEN RIDGE,FITZGIBBON,D0804,BILL BROWN SPORTS RESERVE,34106,ROGHAN RD PEDESTRIAN & VEHICLE ACCESS & PARKING,143511,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.3395975,153.0350706,503469,6975950
BRACKEN RIDGE,FITZGIBBON,D0804,BILL BROWN SPORTS RESERVE,23984,ROGHAN RD PICNIC AREA,72058,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.3395497,153.0358160,503543,6975955
BRACKEN RIDGE,ZILLMERE,D0224,LEN TREZONA PARK,16428,LEN TREZONA PK PLAYGROUND,152655,TAP COMBINATION,BUBBLER & TAP,-27.3634681,153.0367408,503633,6973306
